objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"The Lord of the Rings: The Card Game","77423","6","3","0","0","0","0","0","0","1","0","0","1","","","","","","30939033","7.40575","7.65314","3.1848","138","33180","thing","The Lord of the Rings: The Card Game","1","2","60","60","30","2011","1,2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Lords of Waterdeep","110327","5","6","0","0","0","0","0","0","1","0","0","3","","","","","","28932675","7.62103","7.75079","2.4602","76","58374","thing","Lords of Waterdeep","2","5","120","120","60","2012","2,3,4,5","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Lords of Waterdeep: Scoundrels of Skullport","134342","0","","0","0","0","0","0","0","1","0","0","3","","","","","","28932676","7.8519","8.22158","2.6459","0","27507","thing","Lords of Waterdeep: Scoundrels of Skullport","2","6","60","60","60","2013","2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Lorenzo il Magnifico","203993","0","","0","0","0","0","0","0","0","0","1","4","","","","","","38480705","7.52733","7.88942","3.2862","96","12844","thing","Lorenzo il Magnifico","2","4","120","120","60","2016","2,3,4","3,4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Love Letter","129622","3","5","0","1","1","0","0","0","0","0","0","3","","","","","","29519886","7.14016","7.23347","1.1917","287","95889","thing","Love Letter","2","4","20","20","20","2012","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Japon Brand; Kanai Factory","English","2012","English first edition"
"Luna","70512","0","","0","0","0","0","0","0","0","0","1","3","","","","","","37966236","6.83863","7.31792","3.3289","554","6073","thing","Luna","1","4","100","100","60","2010","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Macao","55670","6","2","0","0","0","0","0","0","1","0","0","3","","","","","","32855913","7.05929","7.4199","3.1383","350","6599","thing","Macao","2","4","100","100","50","2009","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Madeira","95527","8","4","0","0","0","0","0","0","1","0","0","3","","","","","","28932010","6.99275","7.61248","4.2918","407","5198","thing","Madeira","2","4","150","150","60","2013","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Madeira: The Ambassadors","157327","0","","0","1","0","0","0","0","0","0","0","3","","","","","","28932202","5.6791","7.63567","4","0","957","thing","Madeira: The Ambassadors","2","4","120","120","120","2014","","","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Madeira: The Harvester","152388","0","","0","1","0","0","0","0","0","0","0","3","","","","","","28932201","5.65808","7.79375","3.2857","0","734","thing","Madeira: The Harvester","2","4","120","120","120","2013","2,3,4","3","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Mafia de Cuba","176558","6","3","0","0","0","0","0","0","1","0","0","1","","","","","","30402197","6.22686","6.56389","1.4937","1668","6797","thing","Mafia de Cuba","6","12","20","20","10","2015","6,7,8,9,10,11,12","8,9,10","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mage Knight Board Game","96848","6","6","0","0","0","0","0","0","1","0","0","3","","","","","","28932686","7.88186","8.10021","4.322","27","40379","thing","Mage Knight Board Game","1","4","240","240","60","2011","1,2,3","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Mage Knight Board Game: Shades of Tezla Expansion","176130","0","","0","0","0","0","0","0","0","0","0","5","","","","","","32375220","6.42802","8.029","4.1429","0","5092","thing","Mage Knight Board Game: Shades of Tezla Expansion","1","5","240","240","60","2015","1,2,3","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Mage Knight Board Game: The Lost Legion Expansion","130704","0","","0","0","0","0","0","0","1","0","0","3","","","","","","29519888","7.71068","8.80162","4.2028","0","12218","thing","Mage Knight Board Game: The Lost Legion Expansion","1","5","240","240","240","2012","1,2,3","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"The Manhattan Project","63628","0","","0","0","0","0","0","0","0","0","1","5","","","","","","29586060","7.0596","7.35413","2.9638","348","11761","thing","The Manhattan Project","2","5","120","120","120","2012","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mare Nostrum: Empires","174785","7","2","0","0","0","0","0","0","1","0","0","1","","","","","","29614787","6.87688","7.56041","3.0084","519","5673","thing","Mare Nostrum: Empires","3","5","120","120","90","2016","3,4,5","5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mare Nostrum: Empires Kickstarter Exclusives","209701","0","","0","0","0","0","0","0","1","0","0","3","","","","","","45548045","5.59937","7.48943","0","0","922","thing","Mare Nostrum: Empires Kickstarter Exclusives","2","5","120","120","90","2016","","","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Mare Nostrum: Empires – Atlas Expansion","180156","0","","0","0","0","0","0","0","1","0","0","3","","","","","","29614828","6.03921","7.72611","3.2857","0","3169","thing","Mare Nostrum: Empires – Atlas Expansion","2","6","120","120","90","2016","4,5,6","5,6","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Mare Nostrum: Empires – Heroes of the Bible","216601","0","","0","0","0","0","0","0","1","0","0","3","","","","","","45548046","5.54867","7.43109","4","0","540","thing","Mare Nostrum: Empires – Heroes of the Bible","3","5","120","120","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Martians: A Story of Civilization","192673","0","","0","0","0","0","0","0","0","0","0","4","","","","","","37949218","5.83399","6.52989","3.72","3473","2170","thing","Martians: A Story of Civilization","1","4","120","120","90","2016","1,2,3,4","","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Marvel Dice Masters: Avengers vs. X-Men","148575","0","","0","1","0","0","0","0","0","0","0","1","","","","","","29496856","6.74643","7.15173","2.2996","672","9762","thing","Marvel Dice Masters: Avengers vs. X-Men","2","2","60","60","60","2014","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Marvel Dice Masters: Uncanny X-Men","158275","7","7","0","1","0","0","0","0","0","0","0","3","","","","","","29237354","6.64996","7.19981","2.3684","814","7956","thing","Marvel Dice Masters: Uncanny X-Men","2","2","60","60","60","2014","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Mechs vs. Minions","209010","0","2","0","1","0","0","0","0","0","0","0","3","","","","","","44906031","7.73251","8.03612","2.4245","49","20904","thing","Mechs vs. Minions","2","4","120","120","60","2016","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Melee","165657","0","","0","0","0","0","0","0","0","0","0","4","","","","","","29823664","5.58857","5.81939","1.6333","7759","1681","thing","Melee","2","4","20","20","20","2014","2,3,4","4","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Memoir '44","10630","7","19","0","0","0","0","0","0","1","0","1","4","","","","","","28932660","7.38511","7.55879","2.2726","148","34861","thing","Memoir '44","2","8","60","60","30","2004","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Memoir '44: Terrain Pack","19244","0","","0","0","0","0","0","0","1","0","0","3","","","","","","29303123","6.59829","7.5159","2.1333","0","7328","thing","Memoir '44: Terrain Pack","2","2","60","60","30","2005","2","2","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Merchants & Marauders","25292","0","","0","1","0","0","0","0","0","0","0","1","","Extensive use of text - massive conversion needed to be playable
","","","","54839178","7.14813","7.41075","3.2411","279","17787","thing","Merchants & Marauders","2","4","180","180","180","2010","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Merkator","39684","0","1","0","1","0","0","0","1","0","0","0","1","","Moderate in-game text - needs crib sheet or paste ups","","","","54839173","6.44785","7.04325","2.9607","1143","3263","thing","Merkator","1","4","90","90","45","2010","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Merlin","230933","0","","0","0","0","0","0","0","0","0","1","4","","","","","","44259541","6.53465","7.11553","3.0891","992","4520","thing","Merlin","2","4","75","75","75","2017","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mexica","2955","7","1","0","1","0","0","0","0","0","0","0","1","","","","","","33753354","6.79407","7.22978","2.6958","608","8418","thing","Mexica","2","4","90","90","90","2002","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Middle-Earth Quest","31563","0","","0","0","0","0","0","0","1","0","0","3","","","","","","58365163","6.79317","7.38197","3.5546","612","6212","thing","Middle-Earth Quest","2","4","180","180","180","2009","2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","2203","","standalone","","","","","","","","","","","","","","",""
"Minecraft: Builders & Biomes","269603","0","","0","0","0","0","0","0","0","0","1","4","","","","","","58230226","6.18795","7.09842","1.931","1796","3349","thing","Minecraft: Builders & Biomes","2","4","60","60","30","2019","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mission: Red Planet (Second Edition)","176920","5","2","0","0","0","0","0","0","1","0","0","3","","","","","","29502863","7.14347","7.4491","2.2026","284","12100","thing","Mission: Red Planet (Second Edition)","2","6","90","90","45","2015","3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mombasa","172386","8.5","3","0","1","0","0","0","0","0","0","0","1","","","","","","33936307","7.56084","7.88089","3.9003","88","13399","thing","Mombasa","2","4","150","150","75","2015","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mombasa: Cooked Books Mini Expansion","213293","0","","0","1","0","0","0","0","0","0","0","3","","","","","","38502668","5.74634","7.95984","3.5714","0","951","thing","Mombasa: Cooked Books Mini Expansion","2","4","150","150","75","2016","2,3,4","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Mottainai","175199","7.5","16","0","1","0","0","0","0","0","0","0","4","","","","","","33069655","6.54763","7.02854","3.0962","971","6870","thing","Mottainai","2","5","30","30","15","2015","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Asmadi Games","English","2015","English first deluxe edition (two decks)"
"Mottainai","175199","0","16","0","0","0","0","0","0","0","0","0","3","","","","","","65751889","6.54763","7.02854","3.0962","971","6870","thing","Mottainai","2","5","30","30","15","2015","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Mottainai","175199","0","16","0","0","0","0","0","0","0","0","0","3","","","","","","65751900","6.54763","7.02854","3.0962","971","6870","thing","Mottainai","2","5","30","30","15","2015","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Mottainai: Wutai Mountain","220186","0","","0","0","0","0","0","0","0","0","1","3","","","","","","57937614","5.60041","7.61047","4","0","982","thing","Mottainai: Wutai Mountain","2","5","0","0","0","2018","2,3","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Mr. Jack","21763","6.5","2","0","1","0","0","0","1","0","0","0","3","","","","","","29329838","6.83717","7.00388","2.1767","555","19935","thing","Mr. Jack","2","2","30","30","30","2006","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mr. Jack Extension","30362","0","","0","1","0","0","0","0","0","0","0","1","","","","","","29430717","6.20285","7.22693","2.2809","0","3492","thing","Mr. Jack Extension","2","2","30","30","30","2007","2","2","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Munchkin","1927","6","1","0","0","0","0","0","0","0","0","0","3","","","","","","35020693","5.72303","5.89699","1.802","4607","76424","thing","Munchkin","3","6","120","120","60","2001","3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Mysterium","181304","7","13","0","0","0","0","0","0","1","0","0","1","","","","","","30938934","7.15692","7.2949","1.9064","273","51934","thing","Mysterium","2","7","42","42","42","2015","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mysterium: Hidden Signs","192661","0","","0","0","0","0","0","0","1","0","0","1","","","","","","33338397","6.86513","7.81521","1.8276","0","10254","thing","Mysterium: Hidden Signs","2","7","42","42","42","2016","3,4,5,6,7","5","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Mysterium: The Meeple","202669","0","","0","0","0","0","0","0","0","0","0","1","","","","","","36406118","5.61379","7.3885","2","0","533","thing","Mysterium: The Meeple","2","7","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Mystic Vale","194607","0","","0","0","0","0","0","0","0","0","1","4","","","","","","33932977","6.99398","7.28934","2.2519","406","14092","thing","Mystic Vale","2","4","45","45","45","2016","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Nations","126042","7","1","0","0","0","0","0","0","1","0","0","1","","","","","","37496317","7.3526","7.63608","3.54","164","12212","thing","Nations","1","5","200","200","40","2013","1,2,3,4,5","3,4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Nations: Dynasties","180539","0","","0","0","0","0","0","0","1","0","0","1","","","","","","37496320","6.50564","8.32314","3.8077","0","2863","thing","Nations: Dynasties","1","5","200","200","40","2015","1,2,3,4,5","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Navegador","66589","0","","0","1","0","0","0","1","0","0","0","4","","","","","","45045373","7.20085","7.54392","3.0972","242","7975","thing","Navegador","2","5","90","90","60","2010","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Navegador: Privilege Cards","209573","0","","0","1","0","0","0","0","0","0","0","3","","","","","","45045265","5.63051","7.59677","2.8","0","1029","thing","Navegador: Privilege Cards","2","5","60","0","60","2016","2,3,4,5","4","12+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Near and Far","195421","6","2","0","0","0","0","0","0","1","0","0","3","","","","","","36569186","7.35842","7.79267","2.8457","161","17088","thing","Near and Far","2","4","120","120","90","2017","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Red Raven Games","English","2017","English deluxe edition"
"New Amsterdam","128898","7","1","0","0","0","0","0","0","1","0","0","3","","","","","","45365762","6.18179","7.06363","3.22","1818","1598","thing","New Amsterdam","2","5","90","90","90","2012","2,3,4,5","4,5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Nippon","154809","7","3","0","0","0","0","0","0","1","0","0","3","","","","","","28938363","7.08286","7.68971","3.7942","327","4575","thing","Nippon","2","4","120","120","60","2015","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Nippon: Keiretsu","260921","0","","0","0","0","0","0","0","0","0","1","4","","","","","","54693798","5.67167","8.09222","3.5","0","714","thing","Nippon: Keiretsu","2","4","120","120","60","2018","2,3,4","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Notre Dame: 10th Anniversary","213984","0","","0","1","0","0","0","1","0","0","0","3","","","","","","38416490","6.58459","7.59032","2.4737","0","4356","thing","Notre Dame: 10th Anniversary","2","5","75","75","45","2017","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Oh My Goods!","183840","7.5","2","0","1","0","0","0","0","0","0","0","3","","","","","","69072766","6.76744","7.0043","2.2931","643","18699","thing","Oh My Goods!","2","4","30","30","30","2015","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"On Mars","184267","8","2","0","0","0","0","0","0","0","0","1","1","","","","","","66001092","7.69516","8.2846","4.6437","55","12568","thing","On Mars","1","4","150","150","90","2020","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Onirim","71836","0","","0","0","0","0","0","0","0","0","0","4","","","","","","44640883","6.39745","6.66287","1.6509","1238","8307","thing","Onirim","1","2","15","15","15","2010","1,2","1","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Oracle of Delphi","193558","8","4","0","0","0","0","0","0","1","0","1","1","","","","","","37496349","6.80612","7.29977","3","590","6001","thing","The Oracle of Delphi","2","4","100","100","70","2016","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Orléans","164928","8","8","0","1","0","0","0","0","0","0","0","1","","","","","","39409010","7.88773","8.07972","3.0426","25","28780","thing","Orléans","2","4","90","90","90","2014","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Orléans: Deluxe Edition","171905","0","","0","0","0","0","0","0","0","0","0","3","","","","","","33919779","6.88331","8.37863","3.0588","0","2704","thing","Orléans: Deluxe Edition","2","5","90","90","90","2015","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Orléans: Fan-Kit","190049","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44910910","5.91547","8.23775","3","0","1398","thing","Orléans: Fan-Kit","2","5","0","0","0","2014","5","","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Orléans: Invasion","183682","0","","0","1","0","0","0","0","0","0","0","3","","","","","","33919862","7.24172","8.3029","3.3731","0","9566","thing","Orléans: Invasion","1","5","120","120","90","2015","1,2,3,4,5","3,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Orléans: Neue Ortskarten N°1","179417","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44910903","5.87618","7.56372","3.3333","0","2788","thing","Orléans: Neue Ortskarten N°1","2","5","90","0","90","2015","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Orléans: Neue Ortskarten N°2","184018","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44910906","5.84137","7.50243","3.2857","0","2622","thing","Orléans: Neue Ortskarten N°2","2","5","0","0","0","2015","2,3,4","","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Orléans: Neue Ortskarten N°3","185922","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44910912","5.85423","7.59473","3","0","2603","thing","Orléans: Neue Ortskarten N°3","2","5","0","0","0","2015","2,3,4","","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Orléans: Neue Ortskarten N°4","211082","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44910913","5.83242","7.70326","3.25","0","2422","thing","Orléans: Neue Ortskarten N°4","2","5","90","90","90","2016","2,3,4","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Orléans: Prairie","210145","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44910914","5.60269","7.16418","3","0","921","thing","Orléans: Prairie","2","4","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Orléans: Trade & Intrigue","204814","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44715933","7.24234","8.4364","3.3243","0","9456","thing","Orléans: Trade & Intrigue","2","5","90","90","90","2016","2,3,4","3,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others","172047","2","3","0","0","0","0","0","0","1","0","0","3","","","","","","30576514","6.6802","7.36796","3.0291","774","7479","thing","The Others","2","5","90","90","90","2016","2,3,4,5","5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Apocalypse Expansion","186076","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068904","5.78028","7.86337","3","0","2758","thing","The Others: 7 Sins – Apocalypse Expansion","2","5","90","0","90","2016","2,5","2,5","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Beta Team Expansion","186105","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068908","5.81386","7.66166","3","0","3192","thing","The Others: 7 Sins – Beta Team Expansion","2","5","90","0","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Envy Expansion","186094","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068909","5.8157","7.70653","3","0","3326","thing","The Others: 7 Sins – Envy Expansion","2","5","90","0","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Gluttony Expansion","186090","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068911","5.80974","7.72622","3","0","3288","thing","The Others: 7 Sins – Gluttony Expansion","2","5","90","0","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Greed Expansion","186092","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068912","5.79378","7.70018","3","0","3210","thing","The Others: 7 Sins – Greed Expansion","2","5","90","0","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Lust Expansion","186091","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068914","5.8113","7.7216","3","0","3293","thing","The Others: 7 Sins – Lust Expansion","2","5","90","0","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Men of FAITH","186086","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068918","5.66444","7.58765","2.75","0","1670","thing","The Others: 7 Sins – Men of FAITH","2","5","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Omega Team Expansion","186106","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068919","5.75582","7.61982","3","0","2523","thing","The Others: 7 Sins – Omega Team Expansion","2","5","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Sons of Ragnarok Expansion","186085","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068923","5.67263","7.7894","3","0","1591","thing","The Others: 7 Sins – Sons of Ragnarok Expansion","2","5","90","0","90","2016","","","","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"The Others: 7 Sins – Wrath Expansion","186093","0","","0","0","0","0","0","0","1","0","0","3","","","","","","36068924","5.82771","7.72958","3","0","3238","thing","The Others: 7 Sins – Wrath Expansion","2","5","90","0","90","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"The Palaces of Carrara","129948","0","","0","0","0","0","0","0","0","0","1","4","","","","","","45343712","6.69779","7.16737","2.6178","743","4363","thing","The Palaces of Carrara","2","4","60","60","60","2012","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic Legacy: Season 1","161936","6","8","0","1","0","0","0","0","0","0","0","1","","","","","","31371479","8.45283","8.60485","2.836","2","68062","thing","Pandemic Legacy: Season 1","2","4","60","60","60","2015","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Z-Man Games","English","2015","English blue edition"
"Patchwork","163412","7.5","5","0","1","0","0","0","0","0","0","0","4","","","","","","33070019","7.54064","7.64753","1.6254","93","73652","thing","Patchwork","2","2","30","30","15","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pax Pamir: Second Edition","256960","0","","0","0","0","0","0","0","0","0","1","2","","","","","","67999667","7.68371","8.39125","3.8338","59","9877","thing","Pax Pamir: Second Edition","1","5","120","120","45","2019","1,2,3,4,5","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Pax Porfiriana","128780","6","1","0","0","0","0","0","0","0","0","0","3","","","","","","33617717","6.92213","7.68179","3.5816","478","5389","thing","Pax Porfiriana","1","6","120","120","120","2012","2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"The Pillars of the Earth","24480","6","1","0","0","0","0","0","0","1","0","0","3","","","","","","29414675","7.09947","7.2843","2.8182","307","20363","thing","The Pillars of the Earth","2","4","120","120","90","2006","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Pipeline","256730","0","","0","0","0","0","0","0","0","0","1","3","","","","","","68674088","6.975","7.73001","3.8705","418","5053","thing","Pipeline","2","4","120","120","60","2019","2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Port Royal","156009","6.5","1","0","0","0","0","0","0","0","0","0","3","","","","","","69042635","6.93062","7.13639","1.6213","467","20822","thing","Port Royal","2","5","50","50","20","2014","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Power Grid","2651","0","","0","0","0","0","0","0","0","0","1","4","","","","","","33866163","7.74602","7.84699","3.2692","46","68356","thing","Power Grid","2","6","120","120","120","2004","3,4,5,6","4,5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Prêt-à-Porter","87890","0","","0","0","0","0","0","0","0","0","1","3","","","","","","58609849","6.78509","7.3954","3.5947","619","7142","thing","Prêt-à-Porter","2","4","90","90","90","2010","2,3,4","4","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Prodigals Club","181796","6","1","0","0","0","0","0","0","1","0","0","1","","","","","","37718252","6.5315","7.30411","3.2588","997","4334","thing","The Prodigals Club","2","5","100","100","40","2015","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Project: ELITE","171726","7","5","0","0","0","0","0","0","1","0","0","1","","","","","","30426918","6.30548","7.63919","2.4074","1448","1451","thing","Project: ELITE","1","4","30","30","30","2016","1,2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Project: ELITE – Adrenaline","178032","0","","0","0","0","0","0","0","1","0","0","1","","","","","","38244863","5.63985","7.62703","2.5","0","607","thing","Project: ELITE – Adrenaline","1","4","0","0","0","2015","2,3,4","3,4","10+","","","","","","","expansion","","","","","","","","","","","","","","",""
